CRATER_ID,lat,lon,diam_km,source,match_dist_km,flagged_low_confidence_match,original_area,original_degree,corrected_area,corrected_degree,final_area,final_degree,reviewed,agrees,flag_bad_match,note
06-1-106647,52.147,24.1285,2.04437,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-106655,51.9409,24.0575,1.18404,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110306,52.4297,24.5711,1.46465,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110308,52.4177,24.4927,1.32572,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110328,52.6367,24.6035,1.05501,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110354,52.641,24.1306,1.16154,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110360,52.3651,23.5936,1.10206,manual_labels,0.0,False,mare,r-fr,,,mare,r-fr,True,True,False,
06-1-110361,52.6482,23.7165,1.08281,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110362,52.5935,23.5774,1.17003,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110363,52.6005,23.5414,1.04225,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110366,52.7019,23.7524,1.67083,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110367,52.7132,23.8697,1.05364,manual_labels,0.0,False,mare,v-fr,mare,r-fr,mare,r-fr,True,False,False,
06-1-110377,52.5076,23.3127,1.22106,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110378,52.4794,23.2705,1.48422,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110379,52.4466,23.2737,1.72038,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110401,52.7714,22.1143,1.82648,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110419,52.8812,22.096,1.18678,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110420,52.837,22.0691,1.28635,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110421,52.7851,22.0346,1.66863,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110425,52.953,22.0318,1.32417,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-110427,53.0443,21.9464,1.8001,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110432,52.9008,21.8019,1.49604,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110433,52.8537,21.8494,1.00609,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110445,52.822,21.4072,1.43321,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110452,53.122,22.1054,1.7004,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110454,53.2389,22.2064,1.2533,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110456,53.1889,22.415,1.00318,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-110458,53.3075,22.3513,1.78296,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-110459,53.3773,22.3308,1.71922,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110460,53.4265,22.3609,1.79028,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110461,53.4679,22.4101,1.05839,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110462,53.5177,22.4313,1.66709,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-110463,53.4594,21.9976,1.31682,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-110785,52.0424,11.9275,1.31712,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110829,52.1662,10.2427,1.71589,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110848,52.6741,10.2306,1.06571,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110850,52.5017,10.3383,1.40518,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110852,52.5051,10.2581,1.29512,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110874,52.7475,10.0796,1.58341,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110881,52.5218,10.2175,1.72499,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110883,52.5863,10.1835,1.04017,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-110885,52.6351,10.1736,1.63989,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111453,54.1874,8.27927,1.59983,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111454,54.2678,8.39965,1.71351,manual_labels,0.0,False,mare,v-fr,mare,v-fr,mare,v-fr,True,False,True,
06-1-111475,54.8104,7.51786,1.41956,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111477,54.7555,7.59097,1.50929,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111478,54.7455,7.50955,1.59597,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111486,54.741,8.32833,1.38089,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111488,55.0096,8.34153,1.37549,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-111497,55.004,7.61418,1.09752,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111807,54.1535,16.7883,1.11543,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111819,54.2847,15.9767,1.76968,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111823,54.2695,15.7554,1.69164,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111825,54.2238,15.6176,1.64526,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111832,54.2317,16.0804,1.33826,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111913,54.1798,19.2974,1.10224,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-111920,54.3245,19.277,1.21208,manual_labels,0.0,False,mare,r-fr,mare,v-dr,mare,v-dr,True,False,False,
06-1-111921,54.4433,19.3883,1.35585,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-111933,53.8454,21.1318,1.67561,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-111934,53.8612,21.1992,1.39914,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111936,53.9511,21.1135,1.15634,manual_labels,0.0,False,mare,r-dr,mare,r-dr,mare,r-dr,True,False,True,
06-1-111959,53.5331,21.2178,1.44561,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-111966,53.5556,22.0768,2.01034,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-111968,53.5299,22.0357,1.98651,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-111978,53.7193,21.8945,1.68466,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111992,53.7975,21.9856,1.51175,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-111994,53.7461,22.0039,1.24883,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-111995,53.8539,22.1825,1.36156,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-112005,53.7223,22.5095,2.01906,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-112006,53.5667,22.5024,1.06201,manual_labels,0.0,False,mare,v-dr,mare,r-dr,mare,r-dr,True,False,False,
06-1-112007,53.568,22.3978,1.40079,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-112009,53.6452,22.4304,2.01797,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115284,55.1866,19.8076,1.18536,manual_labels,0.0,False,mare,v-dr,mare,v-dr,mare,v-dr,True,False,True,
06-1-115289,55.2514,19.5335,1.00077,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115290,55.2312,19.4805,1.26952,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115292,55.1685,19.4938,1.44346,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115293,55.1322,19.5793,1.27433,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115294,55.0862,19.6301,1.36606,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115295,55.0483,19.5046,1.54347,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115296,54.9885,19.479,1.06829,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115301,54.6392,19.3718,1.23925,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115304,55.088,19.3706,1.65347,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115317,55.3882,19.8042,1.23805,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115320,55.3455,19.7429,1.5597,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115321,55.3434,19.5804,2.06222,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115322,55.3916,19.6394,1.1538,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115352,54.5977,19.1863,1.16285,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115357,54.731,19.6321,1.24886,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115432,55.2684,17.0071,1.74676,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115434,55.1654,16.9636,1.3862,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115435,55.1344,17.0524,1.10114,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115457,55.3388,16.2341,1.2493,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115459,55.3253,16.097,1.36572,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115481,55.2124,16.0173,1.01018,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115485,54.6313,16.0983,1.19245,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115491,54.6795,15.8722,1.14963,manual_labels,0.0,False,mare,r-fr,,,mare,r-fr,True,True,False,
06-1-115492,54.6501,15.7769,1.14947,manual_labels,0.0,False,mare,v-dr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115493,54.6168,15.7511,1.44625,manual_labels,0.0,False,mare,v-dr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115499,54.7152,15.4011,1.79373,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115501,54.4927,15.6435,1.40919,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115502,54.4957,15.5603,1.57644,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115504,54.5418,15.7365,1.1515,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115506,54.2826,15.3996,1.81011,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115507,54.223,15.4447,1.50905,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115515,54.3632,16.5532,1.12577,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115521,54.5669,14.9458,1.43738,manual_labels,0.0,False,mare,v-fr,mare,v-fr,mare,v-fr,True,False,True,
06-1-115530,54.756,14.7181,1.10077,manual_labels,0.0,False,mare,r-fr,,,mare,r-fr,True,True,False,
06-1-115536,55.0603,15.4525,1.48172,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115537,55.0097,15.3782,1.23614,manual_labels,0.0,False,mare,v-dr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115538,55.1017,15.3476,1.53452,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115539,55.0922,15.3763,1.1691,manual_labels,0.0,False,mare,v-dr,mare,v-dr,mare,v-dr,True,False,True,
06-1-115541,55.0602,15.1138,1.12111,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115542,55.1024,15.0892,1.27396,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115544,55.1783,15.1746,1.54791,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115551,54.9825,16.0474,1.9144,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115553,55.3839,15.5553,1.35795,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115568,55.3519,15.3253,1.07133,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115569,55.3193,15.2719,1.69216,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115574,55.6674,14.8494,1.52398,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-115577,55.4021,15.0244,1.1908,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115579,55.2113,14.9243,2.06003,manual_labels,0.0,False,mare,v-dr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115580,55.124,14.9265,1.08243,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115581,55.0667,14.9619,1.41634,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115582,55.0538,14.8873,1.54781,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115583,55.1018,14.7885,1.9338,manual_labels,0.0,False,mare,v-dr,mare,r-dr,mare,r-dr,True,False,False,
06-1-115584,55.0499,14.7743,1.4652,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115585,54.9956,14.8877,1.44581,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115603,55.6541,14.5077,1.5244,manual_labels,0.0,False,mare,r-fr,,,mare,r-fr,True,True,False,
06-1-115628,55.748,14.5992,1.4425,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115642,55.8569,14.6294,1.11792,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115663,56.1738,14.4356,1.0498,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115670,56.0658,14.7046,1.65972,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115673,56.1496,14.7563,1.67032,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-115678,56.2433,14.6804,1.59859,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-115679,56.2991,14.4942,1.26821,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115680,56.3109,14.442,1.32644,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115681,56.4228,14.5931,1.3629,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115682,56.4024,14.577,1.31036,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115684,56.4627,14.3318,1.20946,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-115876,54.5332,16.8178,1.57509,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116076,54.3264,7.31686,1.02108,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116077,54.1818,7.32878,1.16647,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116105,54.4219,5.38375,1.14728,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116107,54.4513,5.32129,1.55284,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-116108,54.4486,5.17563,1.63963,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116114,54.3242,5.24416,1.16834,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-116115,54.3325,5.31959,1.3729,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116148,55.0533,5.4156,1.35322,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116150,55.0262,5.2433,1.17635,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116151,55.0182,5.16309,1.20807,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116214,54.5392,5.31877,1.00989,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116407,55.4174,2.93877,1.08404,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116409,55.4344,2.99618,1.16033,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116412,55.5355,3.18158,1.48408,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116422,55.5839,3.05892,1.16231,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-1-116423,55.7111,2.93296,1.4488,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-116427,56.1897,3.18828,1.69838,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116431,55.786,3.09298,1.65173,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116433,55.8888,2.87957,1.48077,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116438,55.8267,3.43759,1.18394,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-116465,56.1347,4.33048,1.15565,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116466,56.0762,4.31647,1.21868,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116474,55.4103,4.18917,1.51588,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116477,55.5093,4.45833,1.42314,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116481,55.5593,4.3109,1.06329,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116482,55.5823,4.27403,1.09462,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116483,55.6401,4.24487,1.12351,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116504,56.2234,4.72904,1.037,manual_labels,0.0,False,mare,r-fr,mare,r-dr,mare,r-dr,True,False,False,
06-1-116529,55.3547,5.46467,1.56958,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116601,55.0619,7.50629,1.24181,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116700,56.0463,14.9217,1.31576,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116703,56.3462,14.7812,1.08317,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116725,55.7931,14.6063,1.38239,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-116732,55.9457,15.0258,1.67875,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116737,55.7401,14.7149,1.04604,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-116799,55.2307,19.7127,1.56856,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-120322,56.1975,14.9728,1.11781,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-120323,56.2334,14.5995,1.17711,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-120775,56.4416,4.48331,1.01725,manual_labels,0.0,False,mare,r-fr,mare,v-dr,mare,v-dr,True,False,False,
06-1-120788,56.5801,4.73091,1.12702,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-120841,56.2461,3.32823,1.29568,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-120844,56.4964,3.34876,1.02335,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-120860,56.315,2.95694,1.04835,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-1-120862,56.4148,3.06349,1.20288,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-120863,56.4371,3.02738,1.38945,manual_labels,0.0,False,mare,r-dr,,,mare,r-dr,True,True,False,
06-1-120864,56.4916,3.04546,1.01279,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019223,50.4936,22.7291,1.29827,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019245,50.5642,11.5981,1.29181,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019250,50.608,11.1327,1.82323,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019251,50.6591,11.0899,1.98853,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019567,51.7722,23.1763,1.37998,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019573,51.5366,23.1436,1.00282,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019827,52.0246,22.9216,1.33885,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-019828,52.1231,23.2209,1.1609,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-020080,53.8088,21.3439,1.19244,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-020081,53.6938,21.1507,1.69315,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-020168,54.6811,5.05908,1.05114,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-020207,54.6944,14.9598,1.43583,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-020488,55.9391,14.8217,1.21155,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-2-020501,55.9178,3.09866,1.38109,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-036980,21.6052,57.2741,1.11841,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-036981,21.6327,57.2834,1.06447,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-036986,21.656,57.2179,1.02818,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-036987,21.6681,57.1955,1.17233,manual_labels,0.0,False,mare,r-dr,mare,v-dr,mare,v-dr,True,False,False,
06-3-036997,21.5353,57.1239,1.29531,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-037001,21.6984,57.112,1.0979,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-037012,21.8089,57.2863,1.09043,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-037013,21.7796,57.2712,1.16594,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-037015,21.7927,57.2157,1.05346,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-037020,21.866,57.2667,1.10354,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-037047,21.5705,57.0562,1.08996,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-046722,55.841,4.42527,1.4379,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-046747,55.8926,14.8095,1.23543,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-046755,55.1986,15.1112,1.12204,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
06-3-046756,55.2101,15.295,1.25702,manual_labels,0.0,False,mare,v-dr,,,mare,v-dr,True,True,False,
07-1-171695,-44.3304,24.7883,1.08331,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-179350,-45.7423,20.4514,1.09494,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-181092,-46.4754,20.1286,1.15638,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-181125,-47.1831,20.1607,1.0376,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-181147,-46.6918,20.2861,1.0661,manual_labels,0.0,False,highland,r-fr,highland,v-dr,highland,v-dr,True,False,False,
07-1-181149,-46.6305,20.1883,1.0745,manual_labels,0.0,False,highland,r-fr,highland,v-dr,highland,v-dr,True,False,False,
07-1-181150,-46.6536,20.1589,1.13321,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
07-1-181151,-46.5116,20.3091,1.08642,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-188855,-47.4528,20.009,1.01636,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
07-1-197321,-50.7975,21.3759,1.00421,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-197326,-50.638,21.4392,1.0669,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-197329,-50.4717,21.5062,1.01426,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-197646,-50.8191,14.7419,1.01062,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
07-1-197752,-50.4347,14.3679,1.08928,manual_labels,0.0,False,highland,v-dr,,,highland,v-dr,True,True,False,
07-1-197767,-50.4055,14.1568,1.1781,manual_labels,0.0,False,highland,r-fr,highland,v-dr,highland,v-dr,True,False,False,
07-1-197780,-50.631,13.4483,1.12503,manual_labels,0.0,False,highland,r-dr,highland,v-dr,highland,v-dr,True,False,False,
07-1-197785,-50.4942,13.1655,1.04486,manual_labels,0.0,False,highland,r-dr,,,highland,r-dr,True,True,False,
